PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
zzsG8,r5k1/1R3ppb/r1p4p/Q2p4/3Pp1P1/4P2P/5P1N/1R4K1 b - - 0 30,a6a5 b7b8 a8b8 b1b8,691,96,70,54,backRankMate endgame mate mateIn2 short,https://lichess.org/f6zoEu2p/black#60,
zzsGc,8/pp6/2p1p3/5kpp/1PPP4/4K1PP/P7/8 b - - 0 34,e6e5 d4d5 c6d5 c4d5 g5g4 h3g4,2271,77,79,74,advantage endgame long pawnEndgame,https://lichess.org/jK0tO7Hp/black#68,
zzsKD,7k/r5pp/2p2p2/1p1p1P2/1P1Pq1P1/2P3QP/6BK/8 b - - 3 39,e4e7 g3b8 e7d8 b8d8,462,92,100,475,backRankMate endgame mate mateIn2 short,https://lichess.org/JdVQtcCs/black#78,
zzsPq,8/5R1p/6p1/3k4/3r4/5K2/6PP/8 b - - 0 49,h7h5 f7d7 d5c5 d7d4 c5d4 f3f4,1104,83,94,1138,crushing defensiveMove endgame long rookEndgame,https://lichess.org/VQ4XWQLd/black#98,
zzsWJ,6rk/1p5n/p3p2Q/3pPpNP/3P1P2/2q5/PR6/K7 b - - 5 38,b7b5 h6h7,1198,221,33,7,endgame mate mateIn1 oneMove,https://lichess.org/O4Jedunu/black#76,
zzsWd,3r1k2/2pr1p1p/1p4p1/pP4P1/P1P1R2P/3P3q/4QP2/3R2K1 b - - 2 32,d7d3 d1d3 h3d3 e4e8 d8e8 e2d3,1461,74,91,1573,crushing deflection endgame long,https://lichess.org/tfDNfNKm/black#64,
zzsXX,2r3k1/1p1b1qp1/p1r1pp1p/3p4/P2P1PP1/1PP1R2P/4R2B/4Q1K1 b - - 0 34,c6c3 e3c3 c8c3 e1c3,996,85,90,251,crushing middlegame short,https://lichess.org/MQoKU9WG/black#68,
zzscl,r5k1/1p5p/3pR1p1/p4q2/2P2P1P/6P1/PP6/4Q1K1 w - - 1 32,e6d6 f5c5 g1h2 c5d6,911,97,92,702,crushing endgame fork master short,https://lichess.org/tCheegPp#63,
zzsfL,5rk1/p5pp/2p5/3b4/2P3Q1/8/P1Pq2PP/R5K1 w - - 1 25,c4d5 d2f2 g1h1 f2f1 a1f1 f8f1,1553,75,93,5337,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/ZkmhmEZm#49,
zzsfd,5rk1/pQR3pp/3p4/8/3qr3/8/PP3PPP/5RK1 w - - 0 22,c7c8 d4f2 f1f2 e4e1 f2f1 e1f1,1423,437,43,1,endgame long mate mateIn3 sacrifice,https://lichess.org/pckjAlF5#43,
zzskw,4r2r/5k2/p3pBpq/P1NbPp2/1p1PpQ2/6R1/1P3PP1/R5K1 w - - 4 31,f6h8 h6f4 h8f6 e4e3,2078,77,89,940,advantage hangingPiece master masterVsMaster middlegame short,https://lichess.org/u71BJ8hI#61,
zzsls,3r2k1/r7/1q2nQp1/3pP3/2pP3P/p2nB1N1/P3N1P1/5RK1 b - - 4 41,d8f8 f6g6 a7g7 f1f8,1424,75,87,1762,crushing discoveredAttack kingsideAttack master middlegame short,https://lichess.org/WS0hm2xg/black#82,
zzsrL,2k4q/pp6/3p2p1/3Pp2b/BP3r2/3Q1PRP/P4P1K/8 b - - 0 28,f4b4 d3c3 c8b8 c3b4,1179,74,89,1451,crushing endgame fork short,https://lichess.org/nY9NyEQr/black#56,
zzssu,5r1r/2p3Q1/pp1p3p/5k2/PPP1R1bq/7N/6PP/2R4K w - - 2 30,g7g4 h4g4 e4g4 f5g4,665,108,92,437,advantage middlegame short,https://lichess.org/TBVtwIKm#59,
zzsyX,4r1k1/4P3/5q1p/p4Np1/1b2R1P1/7P/3p1P2/3Q2K1 w - - 1 40,d1e2 f6a1 g1g2 d2d1q e2d1 a1d1,1090,81,90,2324,advancedPawn crushing endgame long promotion,https://lichess.org/67TuPPVT#79,
zzszp,2kr3r/ppp2pbp/4b3/2qN2p1/P1P2p2/8/1P1R2PP/1RBQ3K b - - 2 18,c5c4 d5e7 c8b8 d2d8,919,75,95,1371,crushing deflection discoveredAttack middlegame queensideAttack short,https://lichess.org/0EGvp4R6/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
zzt1t,2kr4/1pp2pp1/p7/3P4/1b2P1p1/2NQBq2/PP3P2/2R2KRr w - - 4 22,c3e2 f3h3,1645,86,86,2086,mate mateIn1 middlegame oneMove,https://lichess.org/egIJLmQ6#43,
zzt2Z,4r1k1/1Qp2pbp/3p2p1/5P2/3q2P1/pPNBr2P/2PB4/1K1R4 w - - 1 24,b7c7 e3d3 c2d3 d4d3 b1a2 d3c2,1995,75,92,3417,advantage long middlegame queensideAttack,https://lichess.org/WighJT00#47,
zzt6P,r1bq1rk1/3pnpbp/p1nQp1p1/1p6/4PP2/1BN1BN2/PP4PP/R4RK1 b - - 1 12,c6a5 e3b6 d8e8 b6a5,1633,74,92,1164,crushing interference master middlegame short,https://lichess.org/hJJY3ZW2/black#24,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
zzt87,8/8/3p1K1k/2p5/p1P1r3/Pp6/8/6R1 b - - 1 56,e4c4 g1h1 c4h4 h1h4,1368,76,95,11431,endgame mate mateIn2 rookEndgame short,https://lichess.org/gjZS9Iw5/black#112,
zzt9F,2kr3r/pp3p2/2nb1p2/3Nq2p/1PP1P3/P4B2/5PPP/1R1Q1RK1 w - - 1 18,c4c5 e5h2,876,79,70,97,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/HlPP1pWE#35,Scandinavian_Defense Scandinavian_Defense_Panov_Transfer
zztDI,r3k3/ppp2p2/2np4/8/2B1PP2/2B1n2r/PPP5/2KR3R b q - 2 21,e3d1 h1h3 d1c3 h3h8 e8e7 h8a8,1626,84,42,100,crushing long middlegame skewer,https://lichess.org/EY3k0IQL/black#42,
zztFZ,rn2r1k1/pp1b1ppp/8/2pq4/3Nn3/2P1Q3/PP1NBPPP/R4RK1 w - - 0 14,d4b3 e4d2 e3d2 d5d2 b3d2 e8e2,1179,94,68,47,capturingDefender crushing long middlegame,https://lichess.org/3Ya8VDYx#27,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
zztGc,r4rk1/1bq1bpn1/pp2p1pp/4N3/P2P1PP1/2PQ4/2B4P/R1B2RK1 w - - 1 22,e5g6 f7g6 d3g6 f8f6,2219,85,89,1322,advantage clearance middlegame short,https://lichess.org/NbUreyeb#43,
zztPR,r3r1k1/pp3ppp/8/4qb2/P1RN4/1P3B2/3Q3P/2K4R w - - 4 29,h1e1 e5e1 d2e1 e8e1,505,85,100,114,advantage middlegame queensideAttack short,https://lichess.org/NTV6fmz6#57,
zztSE,6k1/1qr3pp/1pr1pp2/p2b4/Q2P1N2/P1R2P1P/1P4P1/2R3K1 b - - 6 28,c6c3 a4e8,1084,79,78,361,mate mateIn1 middlegame oneMove,https://lichess.org/8kuswPiB/black#56,
zztUd,r1bq1rk1/pp3ppp/2n5/2bp4/4n3/2N1PN2/PP2BPPP/R1BQ1RK1 w - - 6 10,d1d5 e4c3 d5c5 c3e2,1537,88,65,38,advantage opening short,https://lichess.org/wiKtI4yt#19,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
zztfx,3q1rk1/3nbpp1/4pn1p/ppr5/7B/P1N1PP2/BP2QP1P/3R1RK1 b - - 1 17,d8b6 d1d7 g7g5 d7e7,1884,75,94,6820,advantage master middlegame short,https://lichess.org/wpnbx45k/black#34,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
zztiv,5rk1/4Qp1p/p3pPp1/1pp5/8/P4P1P/1Pq3P1/6RK b - - 0 33,c2b2 g1d1 b2d4 d1d4,1587,75,94,2051,advantage endgame quietMove short,https://lichess.org/vaFflehy/black#66,
zztk7,r2q2k1/p4p2/6p1/7Q/3P3P/1P2P1r1/P2B3K/R4R2 w - - 0 26,h5e5 d8h4,747,92,84,391,mate mateIn1 middlegame oneMove,https://lichess.org/nwIYv3mQ#51,
zztm5,5rk1/ppN4p/2pP2p1/8/3n4/6P1/P5KP/3R4 b - - 1 34,d4f5 d6d7 f5e3 g2h3 e3d1 c7e8,2269,81,83,84,advancedPawn advantage defensiveMove endgame long sacrifice,https://lichess.org/FJCbDmkF/black#68,
zztno,5r1k/3B2pp/1qpP4/6B1/8/2P1r3/2PQ1PPP/6K1 w - - 0 30,f2e3 b6b1 d2e1 b1e1,997,84,91,99,endgame mate mateIn2 short,https://lichess.org/sBlgCZt2#59,
zzttd,8/7k/R7/5P1p/4P2P/6K1/p5P1/r7 w - - 0 40,g3f4 a1f1 f4g5 a2a1q a6a1 f1a1,919,80,73,137,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/3ziF5KYP#79,
zztvC,3k1r2/pppb4/3bq2p/1PnNn3/2P3p1/P2P4/1B2BPP1/R2QR1K1 w - - 2 24,e2f1 e6f5 d1d2 g4g3 f2g3 e5g4 d5e3 f5g5,2438,99,76,36,crushing middlegame quietMove veryLong,https://lichess.org/d0OQQW0Q#47,
zztwo,6k1/pp3pp1/8/2p3r1/4B1Pp/PP4bP/2P5/3R2K1 b - - 1 32,g5e5 d1d8 e5e8 d8e8,585,81,100,135,endgame mate mateIn2 short,https://lichess.org/9M3WOmaX/black#64,
zztxI,4r3/p1k5/3R1Rp1/1pr1p3/P6p/1KP3P1/5P1P/8 b - - 0 33,b5a4 b3b4 c5c3 b4c3,1767,76,93,1186,advantage defensiveMove endgame rookEndgame short,https://lichess.org/VilVSMZt/black#66,
zzty8,1k2r3/pp2P3/5p2/8/5P1P/1P1n4/P7/1K1R4 b - - 2 34,d3f2 d1d8 b8c7 d8e8,661,104,68,196,crushing endgame master short,https://lichess.org/ivLmIUZT/black#68,
zzu1p,8/5p2/2r1k1pp/8/2pK2PP/2R2P2/8/8 w - - 6 61,c3c4 c6c4 d4c4 e6e5 c4d3 e5f4,1414,75,100,388,crushing endgame long rookEndgame,https://lichess.org/swvN06Fn#121,
zzu6g,1r6/1Pk2p2/7R/8/8/6Pp/7r/3R1K2 w - - 4 51,h6h7 h2h1 f1e2 b8e8 e2f3 h1d1,1856,75,93,1775,crushing deflection endgame exposedKing long rookEndgame,https://lichess.org/hTNDyIwV#101,
zzu75,5rk1/Q3R1p1/7p/3p2qn/4pp2/1P2P2P/P4PP1/3R2K1 w - - 4 29,e3f4 h5f4 e7g7 g5g7,1370,77,90,1120,advantage endgame short,https://lichess.org/Q00Q19gG#57,
zzuC7,8/2N1B3/p7/1p6/1P6/3k4/r7/4K3 w - - 2 58,c7d5 a2e2 e1d1 e2e5 d5f4 d3e4,2159,77,91,1667,crushing endgame long,https://lichess.org/RkSfPxfr#115,
zzuCO,8/6p1/5p2/2k3P1/2bp3P/P2B4/3K4/8 b - - 0 49,c4d3 d2d3 f6g5 h4g5,910,87,89,119,crushing endgame master short,https://lichess.org/bqykKp5Y/black#98,
zzuD3,r5rk/ppp2p2/1bPp3p/1B6/4P2q/7Q/PP3RP1/R3N2K b - - 2 26,h4f2 h3h6,1414,142,29,39,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/RWXAWcFJ/black#52,
zzuDz,4rb1k/pppb2qQ/3p1pP1/8/2B1P3/2N5/PPP5/2K4R b - - 0 23,g7h7 h1h7,883,84,91,128,mate mateIn1 middlegame oneMove,https://lichess.org/7FU0TvC9/black#46,
zzuFU,r3rk2/p1p2p2/1p2b2p/4PPq1/3pB3/P2Pn2Q/1PP4P/1K1R1R2 b - - 4 22,e6d5 f1g1 g5f4 e4d5,1708,76,88,328,advantage middlegame short,https://lichess.org/9uT8IdPu/black#44,
zzuIB,4r1k1/p4pp1/2p1r2p/1p6/3P1P2/P3N1P1/1B1n1K1P/R3R3 w - - 3 36,b2c3 d2e4 f2e2 e4c3,1178,252,43,2,advantage fork middlegame short,https://lichess.org/UgYgGoSP#71,
zzuKS,8/7p/5KpP/8/4k2P/8/8/8 b - - 6 58,e4f4 f6g7 g6g5 h4g5 f4g5 g7h7 g5f6 h7g8,1357,76,97,20810,crushing endgame pawnEndgame veryLong,https://lichess.org/SdmWo43q/black#116,
zzuMU,6k1/1pp1qpp1/p6p/8/3R1P2/1PPQ3P/1P4PK/4r3 b - - 2 25,g7g6 d4d8 g8g7 d3d4,916,75,82,202,crushing endgame master short,https://lichess.org/C8iAaMIg/black#50,
zzuPx,8/8/8/p1k1p3/3q4/P5PP/1P3QPK/8 w - - 4 50,f2d4 e5d4 h2g1 c5c4 g1f2 c4b3,2545,101,100,71,crushing endgame long,https://lichess.org/uFi8vZ7q#99,
zzuQC,5rk1/5q1p/p5p1/1p6/8/2p1B3/PPP1Q1PP/4R1K1 w - - 0 33,e1f1 f7f1 e2f1 f8f1 g1f1 c3b2,853,77,100,95,advancedPawn crushing endgame long,https://lichess.org/drwOmIep#65,
zzuTJ,r6k/6pp/3p4/q3P3/2BP1P2/1P1Q2P1/1K6/8 w - - 1 38,e5d6 a5a1 b2c2 a8a2,1583,74,90,80,endgame mate mateIn2 short,https://lichess.org/Yht3eu4T#75,
zzuU8,8/2p3pp/5p2/2k5/2Bb1PP1/2K4P/p7/B7 w - - 1 37,c3c2 c5c4 a1d4 c4d4,1883,134,-11,11,bishopEndgame crushing endgame hangingPiece master short,https://lichess.org/6oKHa7z6#73,
zzuVA,6k1/p4p1p/1p1Q2pP/8/1K2r3/5q2/PPP2P1R/8 w - - 11 27,c2c4 a7a5 b4b5 f3f5,1282,76,95,3040,crushing endgame short,https://lichess.org/G5FeqdNg#53,
zzubb,6k1/pr3pp1/br2pq1p/2Qp4/8/5N2/P4PPP/R3R1K1 b - - 0 27,f6a1 c5c8 g8h7 c8c2 f7f5 e1a1,1955,78,91,986,advantage long middlegame,https://lichess.org/lFPI9nRb/black#54,
zzuca,r3kb1r/ppp2pp1/2n1p1p1/8/3P2n1/2N1BN1P/PPP2P2/2KR3R b kq - 1 14,f8b4 h3g4 h8h1 d1h1,1677,75,95,15802,advantage hangingPiece middlegame short,https://lichess.org/XAUnLIWW/black#28,Scandinavian_Defense Scandinavian_Defense_Gubinsky-Melts_Defense
zzudi,r4rk1/1pp2ppp/p3p3/4n3/1PB1P2q/P1NP2RP/2PQN3/6K1 w - - 0 19,c4b3 h4g3 e2g3 e5f3 g1f2 f3d2,1428,75,86,801,advantage exposedKing fork long middlegame sacrifice,https://lichess.org/mfBlqljN#37,
zzugd,8/5ppk/p6p/2q5/8/1Q6/P1P2nPP/1R4K1 w - - 2 27,b1f1 f2h3 g1h1 c5g1 f1g1 h3f2,1234,76,87,2647,doubleCheck endgame long mate mateIn3 sacrifice smotheredMate,https://lichess.org/qOqlMFcl#53,
zzuhe,8/2k5/4p3/pPp1P1p1/2P3P1/K7/8/8 b - - 6 49,c7b6 a3a4 b6b7 a4a5,857,94,68,91,crushing endgame pawnEndgame short zugzwang,https://lichess.org/akjIPxjG/black#98,
zzujJ,8/4Qpk1/7p/5Pp1/1P1Nn1P1/1BP1P2P/3q4/4K3 w - - 7 39,e1f1 d2f2,1033,82,93,483,endgame mate mateIn1 oneMove,https://lichess.org/7TAi2hvF#77,
zzurx,8/8/8/4p1p1/2P4p/4k3/5p2/3K3R w - - 0 54,c4c5 g5g4 c5c6 g4g3 c6c7 g3g2,1671,74,80,184,advancedPawn crushing endgame long quietMove rookEndgame,https://lichess.org/S6WiyHnN#107,
zzuvB,5r1k/1b1nq1pp/p3pr2/Pppp1p2/3P4/1QN1PN1P/1PP2PP1/R3R1K1 w - - 0 18,c3a4 c5c4 b3c3 b5a4,1261,75,95,10346,crushing middlegame short,https://lichess.org/QhRJdgOb#35,Indian_Defense Indian_Defense_Knights_Variation
zzvDt,1r2r2k/1p4np/p1p3p1/3p4/P7/1QN2P2/BP3PPP/3Rq1K1 w - - 2 31,d1e1 e8e1,437,107,94,379,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/uBgbzGFt#61,
zzvLI,3k4/ppp3p1/2n1Q3/5p1r/3Ppb2/1PP5/P4KBq/R1B2R2 w - - 1 23,c1f4 h2f4 f2e2 f4g4 g2f3 h5h2,2134,89,89,728,advantage exposedKing fork long middlegame,https://lichess.org/lUfUinIO#45,
zzvP5,4R3/pp3ppp/3k4/2R5/8/2P5/Pq1B1PPK/8 w - - 1 25,e8e5 b2d2,684,84,84,271,advantage endgame hangingPiece oneMove,https://lichess.org/JbE1yOcY#49,
zzvQE,4r2k/1pqbb1pp/p6r/3Q4/4p3/5NN1/PPP2PPP/R3R1K1 w - - 1 22,g3f5 d7f5 d5f5 e4f3,1934,75,90,1473,advantage middlegame short,https://lichess.org/GblAx69x#43,
zzvVe,4r1k1/1R3ppp/pN6/8/2Q5/1P4PP/P3q2K/3r4 w - - 1 34,c4e2 e8e2,640,77,100,174,endgame master mate mateIn1 oneMove,https://lichess.org/mdywXQGY#67,
zzvWa,r1bq1r2/pp3k2/8/1pb3B1/3p3p/3K1B1P/P1P2P2/3Q2R1 b - - 3 24,d8a5 f3h5 f7e6 d1g4 f8f5 d3e4 e6d6 g5f4,2743,104,76,59,crushing exposedKing middlegame pin veryLong,https://lichess.org/zNzqFn55/black#48,
zzvh8,2q5/6kp/pb4pN/1p4p1/3pb3/1P4QP/P5P1/5R1K w - - 4 33,f1f7 g7h6 h3h4 c8c1 h1h2 b6d8 h4g5 c1g5,2280,166,83,7,crushing endgame hangingPiece quietMove veryLong,https://lichess.org/6bjdo4V7#65,
zzvln,8/3k2pp/5p2/3P4/1rn4P/2N3P1/2K2P2/2R5 w - - 15 35,c1b1 c4a3 c2c1 a3b1,1194,75,97,3231,crushing endgame fork short,https://lichess.org/DgaotIWV#69,
zzvp8,r5k1/p2q2p1/2pP1r2/5p2/1P3Q2/1Pb1P1R1/2P3PP/5RK1 b - - 2 26,d7d6 f4c4 f6f7 c4c3,1584,74,83,805,advantage fork middlegame short,https://lichess.org/JPYJPQK0/black#52,
zzvu8,rn2k2r/pp2P2p/5p2/5bp1/4P3/2P2NB1/P2N1KPP/q4B1R b kq - 0 13,f5g4 f1b5 g4d7 b5d7 e8e7 h1a1,1677,73,95,12936,advantage exposedKing long middlegame,https://lichess.org/n0ZEh8Qb/black#26,Englund_Gambit Englund_Gambit_Other_variations
zzw8q,8/2p2N2/1p1b4/p6p/4K1k1/1P4P1/P6P/8 w - - 5 47,f7d6 c7d6 a2a4 g4h3,1283,75,86,699,crushing endgame master short,https://lichess.org/GJVGf8vc#93,
zzw9X,1qr3k1/2rN1pp1/4p2p/1p1pP3/1P6/P3Q2P/5PP1/R1R3K1 b - - 0 25,c7c1 a1c1 c8c1 e3c1,1085,77,92,137,crushing endgame short,https://lichess.org/bCMRdaZq/black#50,
zzw9Z,r4nk1/p4N1p/bqp2Q2/3p4/3P4/2P5/PP1b1PPP/4R1K1 b - - 5 26,d2e1 f7h6,1315,85,58,59,master mate mateIn1 middlegame oneMove,https://lichess.org/OAT259Nr/black#52,
zzwLw,q4r2/6kp/pp2Rbp1/8/3p4/2N5/PP1Q1PPP/6K1 w - - 0 24,c3e4 a8d5 e6d6 d5e4,1730,75,92,4763,crushing endgame short,https://lichess.org/0fqmmrd5#47,
zzwQU,r1qk1r2/pbp1b2Q/2ppP2p/8/3PN3/8/PPP3PP/4RRK1 b - - 0 17,f8f1 e1f1 c8e6 f1f7 c6c5 d4d5 b7d5 h7h8 d8d7 e4f6 e6f6 h8f6 d5f7 f6f7,2659,99,85,116,advantage middlegame pin veryLong,https://lichess.org/AbvmRPWe/black#34,Kings_Gambit Kings_Gambit_Other_variations
zzwSR,r2qk2r/ppp1bppp/2np1n2/4p2b/4P3/2PP3P/PP2BPPN/RNBQ1RK1 b kq - 2 8,h7h6 e2h5 f6h5 d1h5,752,96,93,1517,crushing opening short,https://lichess.org/mHGXF994/black#16,Philidor_Defense Philidor_Defense_Other_variations
zzwai,r1k4r/1b3Npp/pq6/3p4/1bp2B2/7P/PP2QPP1/R4K1R b - - 2 19,h8f8 e2g4 b6e6 g4e6,1649,75,94,2792,mate mateIn2 middlegame short,https://lichess.org/S6WOPJ8m/black#38,
zzwfC,r3kb1r/pp1n1ppp/2p1pn2/4N1B1/3Pb3/2N5/PP2BPPP/2R2RK1 b kq - 7 12,f8d6 e5d7 e8d7 g5f6,1655,76,86,49,advantage middlegame short,https://lichess.org/oVs2gkCS/black#24,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
zzwh2,8/8/3R2p1/4P3/8/4k2P/3p1r2/6K1 b - - 1 46,e3e2 d6d2 e2d2 g1f2,1405,75,92,440,crushing deflection endgame rookEndgame short,https://lichess.org/RRX6TJTC/black#92,
zzwhe,2rq1rk1/pp2bppp/1n1p1nb1/3Pp3/1P2PP2/2NB2N1/P2B2PP/R2Q1RK1 b - - 0 14,b6d5 c3d5 f6d5 f4f5,1965,76,100,84,advantage opening short,https://lichess.org/lJPMU6Bz/black#28,Pirc_Defense Pirc_Defense_Other_variations
zzwhg,r1bq1r1k/bp1p1Bpn/Q6p/2p1p3/7N/1N2B3/PP3PPP/R3K2R b KQ - 0 17,b7a6 h4g6,852,76,81,92,mate mateIn1 middlegame oneMove,https://lichess.org/ksEEq4jl/black#34,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
zzwwB,8/p2kb2Q/1p5p/P5p1/2pN4/n1PpqP1P/1P4P1/1NK4R w - - 5 37,c1d1 a3b1 h7f5 d7c7 f5e5 e3e5,2223,79,74,60,crushing hangingPiece long middlegame,https://lichess.org/Dg2aXWXt#73,
zzwxG,8/2P3pk/p4p1p/3p1b2/6PP/P6Q/5qBK/8 b - - 0 36,f2f4 h3g3 f4g3 h2g3,698,84,81,457,advantage defensiveMove endgame short,https://lichess.org/INdVnyEp/black#72,
zzwzp,r4rk1/pp1n1pp1/2p4p/2p1p2n/2B1P3/3P1q1P/PPPQNPRK/6R1 b - - 1 16,g8h8 g2g7 h5f4 e2f4 f3f4 d2f4,1653,75,71,310,advantage long middlegame,https://lichess.org/jqbVzX8z/black#32,Russian_Game Russian_Game_Italian_Variation
zzx2e,rn1q1rk1/4b2n/3p3Q/p2Pp3/P1B5/2N2N1b/1P3PP1/R4RK1 b - - 0 20,h3g4 h6g6 g8h8 c4d3 g4f5 d3f5 f8f5 g6f5,2619,94,90,105,advantage fork middlegame quietMove veryLong,https://lichess.org/FK8kT87d/black#40,
zzx4B,8/kp3R2/pNr2p2/P4bp1/K1P5/1P2n1P1/8/8 b - - 2 41,e3f1 f7f8 c6b6 a5b6 a7b6 f8f6 b6c7 f6f5,1784,75,77,285,advantage attraction endgame fork veryLong,https://lichess.org/EbwvtzdD/black#82,
zzx9D,1r4k1/p4ppp/6N1/3p4/q1pP1Q2/1n6/5PPP/4R1K1 b - - 0 28,b8e8 g6e7 g8h8 f4f7 b3d4 e7g6 h7g6 e1e8 a4e8 f7e8,2137,78,90,3021,crushing deflection discoveredAttack endgame veryLong,https://lichess.org/Du3owJDK/black#56,
zzxAC,3b4/1p3ppp/8/1N1k4/1n3B2/1P6/P4PPP/6K1 w - - 3 23,b5d6 d8c7 d6b7 c7f4,1612,74,94,1634,advantage endgame master short,https://lichess.org/5m5y1Ph1#45,
zzxIH,5rk1/5p2/b3pPp1/3pP1Pp/1Q1P1B1P/1R5K/P1q5/8 w - - 1 39,b4f8 g8f8 b3b8 a6c8,964,82,90,885,crushing endgame hangingPiece short,https://lichess.org/CHQGtvOo#77,
zzxKq,8/8/3k3p/1K1n1P2/1P1P4/6p1/3B4/8 w - - 0 48,f5f6 g3g2 f6f7 d6e7,1969,74,92,8387,advancedPawn crushing endgame short,https://lichess.org/uIgZrVe5#95,
zzxQS,2R2q2/3nk1r1/p1Br1p2/1p2p3/1P3Pn1/4R2Q/P5PP/6K1 w - - 14 41,c8f8 d6d1 e3e1 d1e1,1131,82,94,2695,mate mateIn2 middlegame short,https://lichess.org/ShKqxS2C#81,
zzxTC,6r1/q3kp2/2p2p2/1p2pP2/1P2Pb2/p1P2R2/P1N1Q2r/5K1R w - - 0 35,h1h2 a7g1,1295,77,90,732,master mate mateIn1 middlegame oneMove,https://lichess.org/rp5LL2lj#69,
zzxWX,3r2rk/1b3p1Q/p4Pp1/3qpBB1/3b4/5R2/PpP3PP/1R5K b - - 0 26,h8h7 f3h3,836,80,100,376,master mate mateIn1 middlegame oneMove,https://lichess.org/9uQt8Oui/black#52,
zzxWq,r2r2k1/1bp1qppp/p2p1n2/1p6/3QP3/1B3P2/PPP3PP/R1B2RK1 w - - 1 14,c1g5 c7c5 g5f6 g7f6 d4f2 c5c4,1961,74,92,2583,advantage long middlegame,https://lichess.org/qZzYa7ct#27,Four_Knights_Game Four_Knights_Game_Spanish_Variation
zzxXx,8/p4rnk/7r/1p1Q4/8/6R1/PPP5/7K w - - 5 35,g3h3 h6h3 h1g2 f7f5 d5f5 g7f5,2360,96,88,333,advantage endgame hangingPiece long,https://lichess.org/96pZWhoA#69,
zzxik,8/3k4/3B4/2P1Kp2/p5p1/Pb2P3/8/8 b - - 11 51,b3e6 c5c6 d7c6 e5e6,1202,77,91,247,bishopEndgame crushing deflection endgame short,https://lichess.org/4IWXlcYa/black#102,
zzxkJ,3r2k1/ppp2p1p/7p/4p1b1/PPN1P3/2Pr3P/5PP1/R2R2K1 w - - 0 23,c4e5 d3d1 a1d1 d8d1,1103,137,41,10,crushing endgame kingsideAttack short,https://lichess.org/eI8lKvkz#45,
zzxpM,6k1/5pp1/2q1p2p/R7/1PPr4/p5P1/P1Q2P1P/6K1 w - - 4 25,b4b5 c6f3 b5b6 d4d1 c2d1 f3d1,1970,75,95,1403,crushing endgame long,https://lichess.org/ZbuAm3z6#49,
zzxr5,4qr2/1p4k1/p5np/5p1Q/3N3P/1P4P1/P6K/3R4 w - - 0 34,d4f5 f8f5 h5f5 e8e2 h2h3 e2d1,1169,84,100,70,advantage endgame fork long sacrifice,https://lichess.org/E1RV8TQr#67,
zzxvB,5rk1/R1Q2ppp/5n2/4p3/1pB5/7q/1P3P2/6K1 b - - 1 28,f6g4 c7f7 f8f7 a7a8,1622,73,96,13805,endgame mate mateIn2 pin sacrifice short,https://lichess.org/TR7o2Pr4/black#56,
zzxvC,8/pp2r1k1/2b5/4rp1p/1P2P2K/P1N1R3/2P1R1P1/8 w - - 0 30,h4h5 f5f4 h5g4 f4e3,1338,76,87,142,advantage discoveredAttack endgame short,https://lichess.org/KhlGv2Rz#59,
zzxyM,8/5Nkp/3p1qp1/1P1B4/4p3/1Q5P/5PPK/2r5 w - - 1 35,f2f3 f6f4 g2g3 f4d2,1386,75,94,1554,endgame mate mateIn2 short,https://lichess.org/n2eVgPND#69,
zzy5j,1k1r3r/ppp5/8/2P2N2/1P6/P2n1P2/6Pp/2R1R2K w - - 1 31,c1d1 d3f2,813,90,94,347,endgame mate mateIn1 oneMove,https://lichess.org/vUxrQp9L#61,
zzy6k,rn4k1/p1p3bp/1p1pq1p1/4p3/8/1PN1B1P1/P1PQ3P/R3KB1b b Q - 0 17,b8c6 f1c4 d6d5 c3d5,1984,78,55,56,advantage middlegame pin short,https://lichess.org/aDC42cY2/black#34,English_Defense English_Defense_Other_variations
zzy8u,2kr1b1r/ppp2ppp/8/q7/8/2B2Q2/PP3PPP/R3K2R b KQ - 0 15,f8b4 f3g4 c8b8 g4b4 h8e8 e1f1,1746,75,99,236,advantage defensiveMove long middlegame,https://lichess.org/DUjOgAqO/black#30,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
zzyA7,6k1/5pp1/pq2p2p/4Q3/RP6/2Pr3P/3r1PP1/4R1K1 w - - 3 31,e1f1 d2f2 f1f2 d3d1 g1h2 b6f2,1681,74,75,86,advantage deflection endgame long sacrifice,https://lichess.org/xc9eGVoB#61,
