PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
zznEn,4k3/1p5p/pR4p1/2p2b2/2Pb1P2/1P6/P2K3P/8 b - - 1 30,f5e4 b6e6 e8f7 e6e4,855,91,80,98,crushing endgame fork short,https://lichess.org/u7LilUpP/black#60,
zznG2,rnbq1rk1/4ppbp/2pp3B/pp4Qp/3PP3/2N5/PPP2PP1/2KR1BN1 b - - 1 11,e7e5 g5g7,809,107,96,188,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/6upiXUao/black#22,Modern_Defense Modern_Defense_Standard_Defense
zznJD,8/5pkp/5pn1/4p3/6QN/3q2P1/5PP1/6K1 b - - 7 39,g7f8 g4c8 f8e7 h4f5 d3f5 c8f5,1468,74,93,579,crushing endgame long,https://lichess.org/vdGSBSGX/black#78,
zznKi,3k3r/p2P2p1/1r5p/Q6P/2pPq3/2p3PB/PP6/1K1R2R1 w - - 1 33,b1a1 c3b2,1184,78,88,398,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/35OBLPjA#65,
zznMe,3r1bk1/pb1r1pp1/4q2p/1P6/4p3/1Q2P1P1/PB3PBP/3RR1K1 w - - 0 25,b3e6 d7d1 e6c4 d1e1,565,85,99,810,crushing kingsideAttack master middlegame short,https://lichess.org/0675iBjc#49,
zznOd,5r1k/5pp1/3q2np/2pp1Q2/8/rPP3RN/6PP/5RK1 b - - 0 29,a3b3 g3g6 f7g6 f5f8 d6f8 f1f8,1168,76,80,421,advantage long middlegame,https://lichess.org/D1S2uvpk/black#58,
zznQr,1kr5/1p4p1/7p/1q1Rp3/1P2Q3/6PK/2r2P1P/8 b - - 1 36,c8c4 e4e5 b8a7 d5b5,1383,76,96,28317,crushing endgame short,https://lichess.org/F2voDpnN/black#72,
zznTy,3r4/2pknr2/1p1q3p/1P1P2p1/2P3P1/4R3/5PP1/Q3R1K1 b - - 0 36,d6f4 e3f3 f4f3 g2f3,1937,75,94,13675,crushing middlegame short,https://lichess.org/khduuhPf/black#72,
zznbc,4kb1r/1p4pp/p1nR1p2/2q2b2/7B/P4N2/3Q1PPP/3K1B1R w k - 4 20,d2e3 c5e3 f2e3 f8d6,1697,75,91,1469,advantage middlegame short,https://lichess.org/J3GgyZ2Y#39,
zzndH,r1b2rk1/4bppp/p1p2N2/5pP1/7P/q2P4/P2BQ3/1R2K1R1 b - - 1 20,e7f6 g5f6 g7g6 d2b4,2058,129,38,12,advantage master middlegame pin short,https://lichess.org/YjoSuNdb/black#40,
zznjY,8/8/8/3kP3/3P4/1p6/bK6/8 b - - 9 48,d5d4 e5e6 d4d5 e6e7 d5e6 e7e8q,657,85,100,199,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/Uaa1jIGi/black#96,
zznlS,rn3b1r/pQ4p1/2pp3p/qP2P3/8/B7/k1B1KPPP/7R b - - 2 24,a5b5 b7b5 c6b5 a3b4 b8c6 b4c3 c6d4 c3d4 a2a3 d4c3 b5b4 h1a1,2314,84,91,64,mate mateIn5 middlegame quietMove veryLong,https://lichess.org/9T5jbWUE/black#48,
zznmU,r3k1nr/ppp1qppp/2nb4/8/2P5/P1N2b2/1P1PP1PP/R1BQKB1R w KQkq - 0 8,g2f3 e7h4,1115,295,25,9,mate mateIn1 oneMove opening,https://lichess.org/D5B4kILA#15,English_Opening English_Opening_Other_variations
zznni,2qrr1k1/p2n1Np1/1pbb4/3p1Q2/2pP1P2/2P1B2P/PP3PK1/R3R3 b - - 4 28,d7f6 f5c8 d8c8 f7d6,1835,74,93,1037,advantage middlegame short,https://lichess.org/dKw7OjWC/black#56,
zzo1o,7k/6pp/3q1p2/3pp3/8/8/5PPP/R5K1 b - - 0 33,d5d4 a1a8 d6b8 a8b8,553,99,71,196,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/QH8qzrXO/black#66,
zzoES,6k1/8/P4bp1/3R4/8/1KP4p/1P3r2/8 b - - 0 32,f6g7 d5d8 g8h7 a6a7 h3h2 a7a8q f2f1 a8d5 h2h1q d5g8 h7h6 d8d7,1500,500,100,0,advancedPawn advantage exposedKing promotion quietMove veryLong,https://lichess.org/DSmpFWbo/black#64,
zzoG2,1r4k1/1p3p2/pb2b2p/4pNp1/PP2P3/6P1/2Br1PP1/2R2RK1 b - - 4 27,b8c8 f5e7 g8g7 e7c8,817,78,78,196,advantage fork middlegame short,https://lichess.org/O8J3oX33/black#54,
zzoNO,1R3b2/5pk1/3p2p1/1R2p1P1/1p2r3/8/PPP5/1K6 w - - 0 44,b5b4 e4e1,586,91,89,296,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/2eCrYbXp#87,
zzoNQ,4r1kr/2q3p1/p6p/1pbNR3/2p1Q3/P2P4/1PP3PP/4R1K1 w - - 3 23,d3d4 c7e5 e4e5 e8e5 e1e5 c5d4,2432,103,90,545,capturingDefender crushing long middlegame pin,https://lichess.org/eytCT2sP#45,
zzoRG,6R1/8/8/P1p2r2/2P5/1P3k1p/7K/8 w - - 3 54,h2h3 f5h5,657,102,77,380,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/gxoIQv4J#107,
zzoX2,8/3kp3/5pQ1/1p2p3/4P3/5PKP/3q2P1/8 b - - 0 52,d2g5 g6g5 f6g5 g3f2,2035,84,81,39,crushing defensiveMove endgame queenEndgame short,https://lichess.org/EePHQ0sk/black#104,
zzoaj,r1b3rk/2q2p1p/1p2pPpQ/3p4/1P1B1R2/8/P5PP/R5K1 b - - 5 22,c7c2 h6h7 h8h7 f4h4,1687,77,95,16819,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/9XUBZesq/black#44,
zzobC,3r4/1p3k2/pPp1p3/P1P2pRP/3P1Pb1/4p3/7K/4B3 b - - 0 44,d8d4 h5h6 d4d2 h2g3,1951,77,93,6866,crushing defensiveMove endgame master short,https://lichess.org/45oVpvEr/black#88,
zzodd,r7/4Bk2/2p5/Pp2Rp2/4bP2/P5PK/8/8 w - - 5 47,e7b4 a8h8,750,79,98,1037,endgame mate mateIn1 oneMove,https://lichess.org/RHUqwuVj#93,
zzofI,1k1r4/3qb2r/3pNp2/4n3/4P1p1/2N1Q3/1PP2BP1/1K3R2 b - - 0 33,d7e6 e3a7 b8c8 c3d5 e6d5 e4d5,2364,76,91,1250,crushing long master middlegame queensideAttack,https://lichess.org/RDzwXgsO/black#66,
zzoh9,8/7p/1p1k2p1/1Pp2p2/2P2P2/4K1P1/5P2/8 w - - 0 49,f2f3 d6e6 e3f2 e6f6 f2g2 g6g5,2339,84,88,359,crushing endgame long pawnEndgame,https://lichess.org/zR0Sfhh5#97,
zzohZ,8/5k2/4p2p/8/1p5n/1P3P1P/5K2/1B6 b - - 4 45,h4f5 b1f5 e6f5 f2e3 f7f6 f3f4,2279,82,97,39,crushing defensiveMove endgame long,https://lichess.org/IwZBwjFF/black#90,
zzol2,8/pp3R2/4p3/3p2R1/1P5q/3k1P2/3B1P2/4K3 w - - 7 43,f7c7 h4h1 g5g1 h1g1,1098,191,33,4,endgame mate mateIn2 short,https://lichess.org/fqIF6xo6#85,
zzopD,2rr2k1/p2n1ppp/1q2p3/3pBb2/Q2N4/1P2P3/P4PPP/2R2RK1 w - - 1 19,e5c7 c8c7 c1c7 b6c7,1017,77,77,126,advantage middlegame short,https://lichess.org/HsM1Ncww#37,
zzopd,5rk1/5p2/1R2b2p/p1Q1N1p1/q7/6P1/4PPBP/2Rr2K1 w - - 1 28,c1d1 a4d1 g2f1 e6h3 b6g6 f7g6,1157,77,93,2362,crushing long middlegame pin,https://lichess.org/ZLZXjYxE#55,
zzopi,8/1R4k1/1p6/5pKp/1P4pP/6r1/8/8 b - - 1 46,g7h8 g5g6 g3d3 b7b8 d3d8 b8d8,1411,74,90,437,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/DVN6uN4X/black#92,
zzosG,3rkbnr/ppp2ppp/6b1/7P/3np1P1/8/PPP1PPBN/RNB1K2R w KQk - 1 11,h5g6 d4c2 e1f1 d8d1,1528,81,75,210,backRankMate fork mate mateIn2 opening short,https://lichess.org/h7E65c2N#21,Kadas_Opening Kadas_Opening_Other_variations
zzosz,4r1k1/5ppp/2p5/p2p1PP1/3P1Q1P/2P4K/q3rR2/5R2 b - - 1 31,e8e4 f4b8 e4e8 b8e8 e2e8 f2a2,1091,78,64,53,crushing endgame long,https://lichess.org/Tvaa3OZQ/black#62,
zzowv,7r/p1k2p2/1nBN2p1/1Qn1q3/6Pp/1P4rP/P6K/2R2R2 w - - 0 30,c1c5 g3h3 h2g1 e5h2,2376,78,92,1073,doubleCheck mate mateIn2 middlegame short,https://lichess.org/b7osQogx#59,
zzoyT,8/r7/3pkpp1/2p1b2R/BpP1P3/1P1P3P/5KP1/8 w - - 0 55,h5h6 a7a4 b3a4 b4b3 h6h7 e5c3,2183,76,91,665,crushing defensiveMove endgame long sacrifice,https://lichess.org/Gcs6RdFM#109,
zzp0e,4r1k1/pp4qp/3p2p1/2p5/2P5/PP6/3QrPPP/R4RK1 w - - 0 24,d2d6 g7a1 d6d5 g8h8,1818,75,75,789,crushing defensiveMove endgame master short,https://lichess.org/yDCIlMJq#47,
zzp43,5rk1/5pp1/p7/1p6/1Pn1Q1Nq/2P4P/P2r1P2/R3R1K1 w - - 1 28,g1g2 f7f5 g4h6 h4h6,1851,73,94,12905,advantage fork middlegame short,https://lichess.org/wE2zZOkO#55,
zzp5M,r3k2r/p2q1R1p/1pnp2p1/3Qb3/4P3/2N5/PPP3PP/R1B3K1 b kq - 0 16,d7f7 d5c6 f7d7 c6a8 e8f7 a8d5,1730,88,83,32,crushing exposedKing fork hangingPiece long middlegame,https://lichess.org/c78xEPK9/black#32,Bird_Opening Bird_Opening_Other_variations
zzp7z,5rk1/p1p3pp/3p1q2/1p2b3/4P1Q1/P1P2N2/1P4PP/R5K1 w - - 2 20,f3e5 f6f2 g1h1 f2f1 a1f1 f8f1,1089,77,84,82,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/h8iHBk4J#39,
zzp9a,5Qnk/p5rp/4p3/3pPp2/3P4/P4R1R/1BP1q3/7K w - - 4 35,f3g3 e2f1 h1h2 f1f2,1815,75,94,1021,crushing middlegame short,https://lichess.org/sA2vuViG#69,
zzpAZ,N2k3r/ppBn1ppp/8/2bQ4/3q4/3P3B/P1P1K2P/7n b - - 3 18,d8c8 h3d7,1641,78,93,627,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/9vXgDdXu/black#36,Vienna_Game Vienna_Game_Vienna_Gambit
zzpAq,4k2r/Rb1q4/3B1p2/1PQ3pp/8/4P2P/1P3PP1/5R1K w k - 3 27,f1a1 d7h3 h1g1 h3g2,1357,74,92,1337,mate mateIn2 middlegame pin short,https://lichess.org/gFfcToYe#53,
zzpFH,r3nrk1/3n1ppp/2pp1q2/p3pN2/Pp2P3/1B1P2QP/1PP2PP1/R4RK1 b - - 3 16,f6g6 f5e7 g8h8 e7g6,908,87,95,1854,crushing fork middlegame short,https://lichess.org/l8euVfJM/black#32,Russian_Game Russian_Game_Italian_Variation
zzpI5,k5r1/1p3R2/8/3pB3/p1pP1K1b/7q/P3Q3/8 b - - 5 41,g8g4 e2g4 h3f1 g4f3,1239,75,100,106,advantage endgame master short,https://lichess.org/vpRRXUAB/black#82,
zzpIF,8/4r1kp/3p2p1/P1p5/2Q5/3P1P2/3q2PP/1R4K1 w - - 3 47,a5a6 e7e1 b1e1 d2e1,970,161,-14,13,endgame mate mateIn2 short,https://lichess.org/2ChzuE9L#93,
zzpMK,2kr2nr/pp1nq1p1/2p1p1p1/5pN1/1bBP1BP1/5Q1P/PPP5/R4RK1 b - - 1 15,g8f6 f3c6 b7c6 c4a6,919,83,90,235352,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/SIbQC0W0/black#30,Caro-Kann_Defense Caro-Kann_Defense_Rasa-Studier_Gambit
zzpMn,6r1/pp1k2B1/2n1p1N1/3pPp2/Qb1P2P1/2N4P/PP4RK/q7 w - - 1 26,g2g1 a1b2 g1g2 b2c3 g4f5 g8g7,1577,76,94,26624,advantage fork long middlegame,https://lichess.org/qGKKfucF#51,
zzpNv,6k1/5pbp/3p2p1/3Qp3/1q2P3/1N2B3/5PPP/r2r1RK1 w - - 0 24,f1d1 b4e1 d1e1 a1e1,1591,96,20,77,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/MLtbaqOD#47,
zzpR3,8/p1p5/4k1p1/4p3/3P4/4K1PP/P7/8 w - - 1 33,h3h4 e5d4 e3d4 e6f5,1483,75,81,210,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/Vhv3VMle#65,
zzpRI,r4rk1/p4p2/1n4pp/2b1N3/6R1/4P3/1B2KPPP/R7 b - - 1 23,c5d6 e5g6 f7g6 g4g6,1501,75,88,1040,crushing middlegame short,https://lichess.org/a8sCNKnI/black#46,
zzpRQ,rn1q1bkr/p5pp/1pp2B2/3pNb2/3P4/1QN5/PPP2PPP/R4RK1 b - - 0 12,d8f6 c3d5 c6d5 b3d5,1419,74,93,2788,advantage middlegame short,https://lichess.org/9jW7UPbD/black#24,Russian_Game Russian_Game_Italian_Variation
zzpXH,3R4/p7/8/4kpp1/2r5/6P1/P4P2/2K5 w - - 0 38,c1d2 c4d4 d8d4 e5d4,1141,80,86,89,crushing endgame master rookEndgame short zugzwang,https://lichess.org/qRyHrVfp#75,
zzpcS,8/p2k1p2/1p1p3P/4p3/1P2n3/1N2Bp2/1P2r3/1K1R4 b - - 0 29,e2e3 h6h7 f3f2 h7h8q,1197,86,52,63,advancedPawn advantage endgame promotion short,https://lichess.org/WZuplaWp/black#58,
zzpd8,6k1/1q3p2/4p1n1/pB2P2P/P2p2Q1/4bRP1/5r2/5R1K b - - 4 36,f2f1 b5f1 b7f3 g4f3,1578,74,99,296,crushing middlegame pin short,https://lichess.org/WRFJPgUk/black#72,
zzpih,3rr1k1/p1qn1p2/1pp3pp/2b5/2P1PpB1/1PB5/PQ4PP/3R1R1K b - - 2 21,d7e5 d1d8 c7d8 c3e5 d8g5 e5h8 f7f6 b2f6 g5f6 h8f6,2230,80,90,1638,crushing middlegame quietMove veryLong,https://lichess.org/eH0cNfz2/black#42,
zzpvr,rk3r2/8/1pQ5/q3pp2/3p4/P7/5PP1/1R3K2 b - - 0 36,a8a6 c6d6 b8b7 d6e7,2209,95,79,52,advantage endgame fork short,https://lichess.org/xn0IwjSR/black#72,
zzpwy,5rk1/2p2r2/p1npp2p/1p2p1pq/4P3/PP1P2P1/1BPQR1KN/R7 w - - 1 24,a1f1 f7f1 h2f1 h5f3 g2h2 f3f1,1577,74,97,8324,crushing deflection long middlegame,https://lichess.org/rPOrTsxf#47,
zzpyI,1Rb4r/p3n1p1/1b2p3/1B1k4/5B1p/P2NPP2/3K2PP/r7 b - - 0 30,h4h3 e3e4 d5d4 f4e5,1612,75,93,1124,master mate mateIn2 middlegame short,https://lichess.org/6YO5rNjb/black#60,
zzq0d,5r2/p1p5/4q2k/4P1bP/2PpQ1p1/3B1p2/PP6/1K5R b - - 3 37,f8f7 e4g6 e6g6 h5g6,1031,80,94,1286,crushing discoveredAttack endgame short,https://lichess.org/MunuzI9W/black#74,
zzq18,4rrk1/p3Rpp1/2b2n2/1p3PP1/3p4/1B3P2/PPPK4/4R3 b - - 0 25,f6d5 e7e8 f8e8 e1e8 c6e8 b3d5,2015,76,83,191,crushing kingsideAttack long middlegame,https://lichess.org/j595bEZX/black#50,
zzq22,8/R4pk1/1p1n3p/1P6/P5P1/5pKP/4bP2/8 w - - 2 35,a7a6 d6e4 g3h4 e4f2,1340,75,86,120,crushing deflection endgame short,https://lichess.org/7347BCLe#69,
zzq4S,4rrk1/1p1q1pp1/p6p/2bp4/2N2Q2/1P2P1P1/P5PP/3RR1K1 b - - 3 22,e8e4 f4e4 d5e4 d1d7,1324,76,93,3530,crushing middlegame short,https://lichess.org/3nWjak2h/black#44,
zzq7F,2r1kb1r/p1q2pp1/1pn1p2p/3pPn2/Q6B/5B2/P1RN1PPP/2R3K1 b k - 3 22,f5d4 a4d4 c6d4 c2c7 c8c7 c1c7,1791,75,88,551,advantage long middlegame,https://lichess.org/ynYrV0dM/black#44,
zzq9M,4k1r1/p2b1p2/Brp1p2p/6q1/P1PB4/6P1/2P2P1P/1R1Q2K1 b - - 4 22,b6a6 b1b8 e8e7 f2f4 g5f5 b8g8,2841,109,92,666,crushing long middlegame,https://lichess.org/bQzlhy7F/black#44,
zzqAy,r1bqkbnr/pp3ppp/2P1p3/8/8/2P2N2/pP1P1PPP/RNBQK2R w KQkq - 0 8,c6b7 a2b1q b7a8q b1a1,1963,75,93,2090,advancedPawn advantage opening promotion short,https://lichess.org/YNK4fH5R#15,Sicilian_Defense Sicilian_Defense_Old_Sicilian
zzqCZ,2r4k/p2Q2pp/1p6/2qp2P1/4p2P/1P2N3/PP3P2/1K5R w - - 0 33,e3f5 c5c2 b1a1 c2c1 h1c1 c8c1,1091,77,83,402,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Jc4H14O2#65,
zzqIg,6k1/p1p5/1p1p3p/3P2pn/2PB4/1P4q1/P3Q1P1/6K1 b - - 3 28,h5f4 e2e8 g8h7 e8f7,1745,74,92,427,endgame mate mateIn2 short,https://lichess.org/JSXq3qz9/black#56,
zzqMT,r2r2k1/1pp1qpp1/2b1p2p/3nP3/p2P3P/3Q1N2/PP3PP1/1BKR3R b - - 3 19,a4a3 d3h7 g8f8 h7h8,825,77,100,162,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wR2Mhlzg/black#38,
zzqP5,8/8/p3R3/kp4PN/n7/1K5P/P1P3r1/8 w - - 3 46,g5g6 a4c5 b3b2 c5e6,1033,85,93,211,crushing endgame fork short,https://lichess.org/Fm7Hub0G#91,
zzqPB,7k/pp1Q2b1/5qp1/1Np2p2/2P1p2n/4P2P/PP3PB1/7K b - - 0 29,f6b2 d7d8 h8h7 d8h4,1605,74,83,369,advantage endgame fork master short,https://lichess.org/ZU5ueUQD/black#58,
zzqPr,3r1r1k/p3p1b1/2p4p/2P2p2/2Q5/1R2B1NP/q7/2R3K1 w - - 0 28,b3b1 d8d1 g3f1 a2c4 c1c4 d1b1,1996,88,67,35,advantage long middlegame,https://lichess.org/1H0my77p#55,
zzqZ9,5rk1/4bppp/prnp3B/7P/1p2n3/1N3N2/PPP5/2K2RR1 b - - 5 26,e7f6 f3d2 f6g5 h6g5 e4g5 g1g5,2472,102,38,21,advantage long middlegame pin,https://lichess.org/yIvw2rAQ/black#52,
zzqZp,1k3bnr/ppp4p/2n2r2/4p2Q/P7/2NP3P/1PPB1qPK/R3R3 b - - 1 18,f2d2 h5e8 c6d8 e8d8,800,86,89,254,mate mateIn2 middlegame queensideAttack short,https://lichess.org/kgRwyeSO/black#36,Scandinavian_Defense Scandinavian_Defense_Main_Line
zzqgL,r1b1kb1r/1p1pnp1p/p1n1p1p1/qNp5/P1B1P3/3P4/1PPB1PPP/R2QK1NR b KQkq - 1 8,a5d8 b5d6,1082,103,38,56,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/nFMxMysn/black#16,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
zzqlu,r2q1r2/2p3kp/p3B1p1/1p2Qp2/3P4/P4PPR/1P6/7K b - - 1 33,d8f6 e5c7 f8f7 e6f7,1591,76,82,680,crushing endgame short,https://lichess.org/YOQVykf3/black#66,
zzqn1,8/8/3k2p1/P2p1pPp/1p1K1P1P/8/8/8 b - - 0 52,b4b3 d4c3 d6c5 c3b3,1571,85,71,28,crushing endgame pawnEndgame short,https://lichess.org/nnqaM1XC/black#104,
zzqtt,r5k1/pbp4p/3p4/1N1P4/2P2P1P/P4p2/5PrK/R4R2 w - - 3 26,h2h3 b7c8 f4f5 c8f5,1109,76,95,14383,endgame mate mateIn2 short,https://lichess.org/0kARxAem#51,
zzr49,r2q1rk1/pp3pp1/2pp3p/8/4P3/PB1PbP1b/1PP2P1P/R2QR1K1 w - - 0 17,f2e3 d8g5 g1f2 g5g2,913,82,91,950,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/VZhO9M5k#33,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
zzr4l,5r1k/2p1R3/1p6/p5p1/2QP3r/P5qP/1P3RP1/4K3 w - - 1 35,c4c2 h4h3 g2h3 g3g1 e1d2 g1f2 e7e2 f2d4,1940,212,71,10,crushing deflection endgame exposedKing pin sacrifice veryLong,https://lichess.org/BwnRj7xV#69,
zzr60,1r2r1k1/4q1p1/3R1pp1/p1N1n3/2P2Q2/1P5P/P4PP1/3R2K1 w - - 1 30,d6e6 e7c5 e6e8 b8e8,1296,75,90,2080,advantage hangingPiece middlegame short,https://lichess.org/ytwrvmEW#59,
zzr7A,r2Q1rk1/5ppp/p1qp4/3Np3/8/1P3N1b/1PP2PP1/R4RK1 b - - 0 21,a8d8 d5e7 g8h8 e7c6,1089,131,69,14,advantage fork middlegame short,https://lichess.org/yyg5gTV6/black#42,
zzrCW,rnb3k1/pp3ppp/2p5/2bPr3/2BN4/2N5/PP4PP/3R1RK1 w - - 0 17,d5c6 b8c6 c4f7 g8h8,1900,84,86,31,advantage master middlegame short,https://lichess.org/jegmC8Il#33,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
zzrCr,r4r1k/pp1q3p/8/3P4/8/PQ3pP1/1P3B1P/5RK1 b - - 0 28,d7h3 f2d4 h8g8 d5d6 f8f7 f1f3,1491,75,84,168,crushing discoveredAttack endgame long,https://lichess.org/uyG5oFPr/black#56,
zzrDO,4r2k/8/p2q3p/1p1b2p1/3P4/2P1B3/P3Q1PP/5RK1 w - - 2 28,e2d3 d5c4 d3d2 c4f1,1415,75,94,10841,crushing endgame short skewer,https://lichess.org/DeUmqmxX#55,
zzrFD,8/1R3nk1/6pp/4P3/p1q5/3rPQ1P/6PK/3r4 b - - 0 41,a4a3 f3f6 g7f8 e5e6 c4e6 f6e6,1917,85,78,37,crushing endgame long,https://lichess.org/cabMOHv3/black#82,
zzrJl,6k1/4P1pp/1rq1p3/pnp5/P2p1r2/1P1Q4/2P2PPP/R3R1K1 w - - 0 27,d3b5 b6b5 a4b5 c6d7,2286,90,90,2019,advantage endgame short,https://lichess.org/x2ToOTnu#53,
zzrLa,1b1r2k1/p3R2p/1p4p1/2p5/4p3/4B2P/PPP2PP1/6K1 w - - 4 28,e7e4 d8d1,422,100,100,120,endgame mate mateIn1 oneMove,https://lichess.org/2KAqAs8q#55,
zzrM9,1r2r1k1/pqp1ppbp/1p3npB/7n/3PN3/3B1P1R/PPPQ1P1P/R6K b - - 12 18,f6e4 d3e4 b7c8 h3h5,1685,75,90,1657,advantage middlegame short,https://lichess.org/GUp7qsDl/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
zzrMz,2r1k1n1/pp2p3/4bn1b/4N2q/5P1B/6Q1/PRB3P1/4K3 b - - 8 24,f6g4 c2g6 h5g6 e5g6,1349,76,96,15273,advantage fork master middlegame short,https://lichess.org/uqJj1BZu/black#48,
zzrQH,5rk1/6pp/p2R4/1p4B1/2bP2n1/P7/1PB3PP/6K1 w - - 3 28,g2g3 f8f1 g1g2 f1f2,1534,74,65,565,crushing endgame short,https://lichess.org/bKtMc4am#55,
zzrSi,8/8/p1p5/3pk1p1/1P4P1/5K2/P1P5/8 w - - 2 44,f3e3 d5d4 e3d3 e5f4 d3d4 f4g4,1542,102,80,25,crushing endgame long pawnEndgame,https://lichess.org/aB9KMTy7#87,
zzrd7,3r3r/1R6/p1k1p3/P4ppp/2PBp3/7P/4nPPN/1R5K b - - 0 29,d8d4 b1b6 c6c5 b7c7,1240,76,96,21860,endgame mate mateIn2 short,https://lichess.org/I3xD7nIP/black#58,
zzrmg,3Q4/4Npkp/1p4p1/pn6/8/4P1P1/5PKP/2q5 b - - 5 34,c1c7 d8g8 g7f6 e7d5 f6e6 d5c7,1101,78,93,6360,crushing endgame fork long,https://lichess.org/RHHrjzg4/black#68,
zzro1,6k1/5pbp/2Q3p1/qP2PpP1/5P1P/8/BR5r/K7 b - - 7 52,h2h4 c6e8 g7f8 e8f7 g8h8 f7f8,1366,75,91,1611,deflection endgame long mate mateIn3,https://lichess.org/0PMDUwqy/black#104,
zzrpZ,r1bqkbnr/3p2pp/p4p2/1ppQ4/2B1P3/8/PPP2PPP/RNB1K2R b KQkq - 1 9,a8b8 d5f7,902,76,96,989,mate mateIn1 oneMove opening,https://lichess.org/rU9B6vJq/black#18,
zzrqN,r5k1/pp3pp1/2pb1pp1/8/2PP4/2B1rP1q/PPQ4N/R4RK1 w - - 1 18,c2g2 h3g2 g1g2 e3e2 f1f2 e2f2 g2f2 d6h2,1858,75,93,1246,advantage attraction exposedKing kingsideAttack middlegame veryLong,https://lichess.org/mfXcCJsi#35,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
zzrt7,6k1/pQ1N1ppp/2R5/3r4/3pqB2/P5PK/5P1P/4r3 b - - 4 29,e4f5 g3g4 f5d3 h3h4,2387,85,90,505,crushing defensiveMove middlegame short,https://lichess.org/u2WXsweK/black#58,
zzrxN,r7/2p3pk/ppN2p1p/3P4/5P2/P2nq1PP/1P2b1B1/R5RK b - - 2 31,e3g3 g2e4 h7h8 g1g3,997,75,97,1365,crushing discoveredAttack middlegame short,https://lichess.org/PBwgpFKI/black#62,
zzs1o,2r2nk1/4bnp1/2p1p3/1p1p2pQ/1P1P4/q2PPNB1/4NPK1/2R5 b - - 5 35,a3d3 h5f7 g8f7 f3e5 f7f6 e5d3,2061,76,90,1624,attraction crushing fork long master middlegame sacrifice,https://lichess.org/1TiWfe8y/black#70,
zzs3V,8/3R3R/5k2/4Pp2/3K4/1P1PP3/P5r1/2q5 b - - 0 43,f6e6 d7d6,679,80,94,452,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/ySFXCv1F/black#86,
zzs6a,1k4r1/1pp3r1/p1p2Q2/5R2/4Pp2/P2P1qP1/1PP5/4K1R1 w - - 0 29,f5f4 f3e3 e1d1 e3g1,1345,75,98,1061,advantage endgame fork short,https://lichess.org/0B2BmWGy#57,
zzs8g,r5k1/P1p2pp1/8/2Q1pPqp/R3P3/2P3NP/3r1PK1/5B2 w - - 0 36,c5c6 h5h4 c6a8 g8h7 a8g8 h7g8 a7a8q g8h7,1868,74,75,123,crushing defensiveMove middlegame veryLong,https://lichess.org/Q1jIyxJx#71,
zzs9w,5rk1/2p1q2p/pp1r4/3Ppp1Q/1NP2p1R/7P/PP3PP1/6K1 b - - 3 32,e7f6 h5h7,562,79,98,577,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/cZx1rBrq/black#64,
zzsAd,3rk2r/2p2p2/1p2p3/1pb1PnBp/3n2p1/P1N3P1/1PP3Q1/2K2R2 b k - 5 30,d4f3 g5d8 e8d8 f1f3 g4f3 g2f3,2704,95,88,563,advantage long middlegame,https://lichess.org/5N7r4qna/black#60,
zzsBU,3k4/pp3p2/2p3p1/2q1b2p/2B1P1P1/2P5/PP2Q1P1/K7 w - - 0 29,c4f7 c5g1 e2d1 g1d1,1012,160,83,20,backRankMate endgame mate mateIn2 short,https://lichess.org/dkgyhJFS#57,
zzsDm,r1b2rk1/5ppp/8/p3p3/P1ppP3/2q3QP/B4KR1/8 b - - 1 26,d4d3 g3g7,467,108,93,326,mate mateIn1 middlegame oneMove,https://lichess.org/GFHpprW2/black#52,
zzsDo,8/1p6/3P1k2/8/3KP2r/8/7p/7R w - - 1 48,d6d7 f6e7 d7d8q e7d8,1245,76,88,536,crushing endgame master rookEndgame short,https://lichess.org/pteu6x5X#95,
